NIM;Kepulauan Asal Lahir;Jurusan Sekolah;Profil Sekolah;Jalur Pendaftaran;IPK1;IPK2;IPK3;IPK4;jumlah Matakuliah D/E/F;jumlah sks d/e/f;IPK 60 SKS;total sks semester 1-3;total SKS semester 1-4;Status
3b10e2506de22d8bc03e5cc5224668f3;Jawa;SMA;NEGERI;TES;3.78;3.78;3.75;3.74;0;0;3.90;61;81;TIDAK SISIP
3b9c5d953f3239002e111504e41bca61;Sulawesi;SMA;NEGERI;RAPORT;3.61;3.54;3.62;3.69;0;0;3.82;61;83;TIDAK SISIP
3bf0c2619359a4795388bbab449614fa;Papua & Maluku;SMA;NEGERI;TES;3.44;3.42;3.45;3.49;0;0;3.55;63;85;TIDAK SISIP
3c664dec130c6c04511222d3b9d3ed5d;Sumatera;SMA;SWASTA;RAPORT;2.75;2.44;2.27;2.28;4;8;2.40;58;77;TIDAK SISIP
3e2ec41f6f299427151307251220926b;Kalimantan;SMA;NEGERI;RAPORT;3.19;3.06;2.92;3.01;2;5;3.21;61;79;TIDAK SISIP
3fa83e4496c931eb29e8ce0f725906bf;Jawa;SMA;SWASTA;RAPORT;3.17;3.32;3.5;3.52;0;0;3.61;58;80;TIDAK SISIP
425225b8946d98668183f3900657f693;Sumatera;SMA;SWASTA;TES;0;0;0;0;6;18;0.00;18;18;SISIP
42b098a12004c16d164048046c9e82c4;Jawa;SMK;SWASTA;TES;3.11;3.24;3.26;3.39;1;3;3.56;61;79;TIDAK SISIP
459f4d6c0774af33550d9e319ed3e8de;Papua & Maluku;SMA;NEGERI;TES;4;3.88;3.87;3.87;0;0;4.00;61;84;TIDAK SISIP
466033fd71742c2073a86d881b9fbb44;Sulawesi;SMA;SWASTA;TES;2.21;2.16;1.98;2.08;8;21;2.28;56;75;TIDAK SISIP
46756675dae60734fa3230a3fc24a725;Sumatera;SMA;SWASTA;RAPORT;3.06;3.06;3.04;3.28;1;2;3.60;58;80;TIDAK SISIP
47df8906fb59a08f5700c54aceab0633;Kalimantan;SMK;SWASTA;RAPORT;1.83;2.28;2.41;2.47;4;11;2.87;58;80;TIDAK SISIP
4c774fa14a9c9d36cc9b57127f7dd7c7;Bali & NTT;SMA;NEGERI;RAPORT;3.78;3.5;3.55;3.68;0;0;3.82;58;81;TIDAK SISIP
4e26d7bb7163448c6f10137da63dd856;Bali & NTT;SMA;NEGERI;TES;1.94;1.24;0.98;0.98;13;40;0.98;55;55;SISIP
4fb7cd282dd20716aec293406270d1d8;Papua & Maluku;SMA;NEGERI;RAPORT;3.17;3.16;3.05;3.15;1;4;3.38;60;78;TIDAK SISIP
51ad2524aaaefb5dfa4dca79d3ba4f1e;Sumatera;SMA;NEGERI;RAPORT;1.78;1.78;1.78;1.78;3;10;1.78;18;18;SISIP
51fbdb0bc6e3fc242ea8f3dd99c4fd4a;Jawa;SMA;NEGERI;TES;2.21;2.56;2.76;3.03;4;9;3.18;56;75;TIDAK SISIP
52040dc0bdbdf729377e2d5e4c09bf61;Jawa;SMA;SWASTA;RAPORT;2.56;2.58;2.54;2.82;3;7;2.98;61;81;TIDAK SISIP
527b5d2ab8c18fa2ca1ef90856e10eb8;Papua & Maluku;SMA;SWASTA;RAPORT;2.19;1.68;1.52;1.4;10;28;1.58;56;74;SISIP
52cda05318a6bca877097932b4eb8de2;Jawa;SMA;SWASTA;RAPORT;3.72;3.6;3.58;3.59;0;0;3.68;60;82;TIDAK SISIP
5375f0791ae443b780ce7569944de41b;Bali & NTT;SMA;NEGERI;TES;0;0;0;0;6;18;0.00;18;18;SISIP
548595a5e33aaf6140954008f0790288;Jawa;SMA;SWASTA;RAPORT;2.69;2.76;2.73;2.76;5;14;2.97;57;76;TIDAK SISIP
54e238df4cf37e6a2a818e6960fb49d8;Sumatera;SMA;NEGERI;TES;2.78;2.98;2.81;2.78;1;3;3.10;63;81;TIDAK SISIP
58c36ed51144b539468c09a5c2e13ae4;Jawa;SMA;NEGERI;TES;3.44;3.19;3.05;3.05;1;2;3.30;61;81;TIDAK SISIP
58cc9c4ddd7daaa67b38d01ded672362;Jawa;SMA;SWASTA;TES;2.2;2.52;2.41;2.54;4;10;2.66;59;79;TIDAK SISIP
598d2c24fb237acb7d7dc8f102870462;Kalimantan;SMA;NEGERI;RAPORT;2.54;2.52;2.56;2.77;4;10;2.97;59;76;TIDAK SISIP
5a4e43c2799b0c9402635e70dc47fbe1;Bali & NTT;SMA;NEGERI;RAPORT;3.69;3.16;3.17;3.23;2;5;3.52;60;80;TIDAK SISIP
5a96462be9baafa98d75f8b0eaa16b03;Jawa;SMA;SWASTA;TES;2.83;2.83;2.75;2.97;2;4;3.25;58;80;TIDAK SISIP
5cee239b17b67d7442d21cc382740ee9;Jawa;SMK;SWASTA;RAPORT;3.06;3.2;3.1;3.14;2;6;3.23;64;84;TIDAK SISIP
60deb1f53a417d82c4cd6efab8dadff8;Jawa;SMK;SWASTA;RAPORT;2.69;2.43;2.37;2.36;7;21;2.43;59;79;TIDAK SISIP
6334be17adda4dcbb9af7518a8bd1f75;Jawa;SMA;SWASTA;TES;2.94;2.63;2.28;2.14;2;7;2.36;58;76;TIDAK SISIP
65cc3a8231251b8b569fe32f57a1b39a;Jawa;SMA;NEGERI;RAPORT;2.11;1.53;1.53;1.53;6;17;1.53;38;38;SISIP
69e2538d538b60db4222ee7e97d71673;Kalimantan;SMA;NEGERI;RAPORT;2.56;2.64;2.56;2.74;1;2;2.85;59;74;TIDAK SISIP
6c6277b52a3f7d6680d645058db5742f;Jawa;SMA;SWASTA;RAPORT;3.5;3.46;3.5;3.48;0;0;3.69;64;84;TIDAK SISIP
6d17e70ef481e465877c79bcbc94434c;Kalimantan;SMA;NEGERI;RAPORT;2.85;3.06;3.07;3.01;2;5;3.21;60;82;TIDAK SISIP
6f8db174a2610777f20c00032cef09ee;Jawa;SMA;SWASTA;RAPORT;0.13;0.13;0.13;0.13;5;15;0.11;18;18;SISIP
73398960564446527e5bcd394162036d;Jawa;SMA;NEGERI;RAPORT;2.85;2.85;2.94;3.03;4;11;3.15;58;78;TIDAK SISIP
7508cfa0f10efacc5808190b73896b96;Kalimantan;SMK;NEGERI;RAPORT;3.11;3.18;3.22;3.38;1;3;3.53;61;81;TIDAK SISIP
750f1693b9790f78623bb7d63095c242;Jawa;SMA;SWASTA;TES;1.39;0.74;0.74;0.74;9;23;0.74;34;34;SISIP
7a87f505f17722fd5b960c6503869c45;Bali & NTT;SMA;SWASTA;TES;3.06;2.79;2.62;2.78;3;8;2.84;56;73;TIDAK SISIP
7a9fc77605fa30ea0480c8a685ac3430;Jawa;SMA;NEGERI;RAPORT;2.33;2.18;1.43;1.43;8;25;1.38;60;60;SISIP
7b073bb4b996fad0abc029fc25f7a97f;Jawa;SMK;SWASTA;TES;3.44;2.98;3.05;3.15;0;0;3.43;60;82;TIDAK SISIP
7ba4ab01800ed087e109b791906373a0;Jawa;SMA;NEGERI;RAPORT;3.17;2.89;2.97;3.05;1;2;3.18;60;78;TIDAK SISIP
7c30e4a050f509103203ae149f33ea97;Kalimantan;SMA;NEGERI;TES;2.8;2.87;2.9;3.05;0;0;3.16;61;83;TIDAK SISIP
7eedff0e6038aff222caff4bdbca893f;Jawa;SMA;SWASTA;RAPORT;3.72;3.68;3.66;3.7;0;0;3.85;61;79;TIDAK SISIP
81eb84ba548b8f4f597797390cdfb156;Sulawesi;SMA;SWASTA;TES;1.79;1.69;1.52;1.47;10;27;1.47;54;72;SISIP
850891e13aa020ba61e5498064abf87f;Jawa;SMA;NEGERI;RAPORT;3.67;3.76;3.84;3.81;0;0;3.85;58;81;TIDAK SISIP
8732c2f2e641495f9e900a84aaad484e;Jawa;SMA;NEGERI;RAPORT;3.72;3.71;3.62;3.58;0;0;3.74;61;83;TIDAK SISIP
894a4e77bf3326a47e4f19a7235eaac6;Jawa;SMK;SWASTA;TES;3.06;3.21;3.12;3.21;0;0;3.39;61;79;TIDAK SISIP
89f7e8537f0ced0927e2c6f52a5e5f08;Papua & Maluku;SMA;SWASTA;RAPORT;2.8;2.64;2.44;2.52;2;5;2.82;59;79;TIDAK SISIP
8aeac2ef53c23e24005663f8fa420dc8;Jawa;SMA;NEGERI;RAPORT;0.4;0.18;0.15;0.15;18;51;0.11;57;57;SISIP
8bc2f4a89312f1ef5542b49af4867aa9;Jawa;SMA;SWASTA;RAPORT;2.78;2.92;2.93;3.06;0;0;3.27;61;79;TIDAK SISIP
8d93af4b1d5dbce0a4223b1f0437efe1;Sumatera;SMA;NEGERI;TES;2.94;2.92;3;3.14;0;0;3.37;58;78;TIDAK SISIP
8e87013f2c5e1b2d9fb14f2f690d9c54;Sulawesi;SMA;SWASTA;TES;3.44;3.62;3.7;3.74;0;0;3.94;63;85;TIDAK SISIP
90f616347fe0492017cd350c32691daf;Sumatera;SMA;SWASTA;RAPORT;2.6;2.57;2.65;2.94;3;9;3.18;61;81;TIDAK SISIP
944daf5aa4c16ca0c762afbf21528779;Papua & Maluku;SMA;SWASTA;RAPORT;1.13;0.91;0.83;0.7;14;44;0.75;58;75;SISIP
94a78cdc7f6b6ddf82d7a9a7f1e66897;Jawa;SMA;NEGERI;TES;2.73;2.77;2.98;3.14;2;6;3.28;61;83;TIDAK SISIP
971b0d07eb7d147008a4398458e6bc0f;Bali & NTT;SMA;SWASTA;TES;2.5;2.77;2.57;2.72;4;11;2.85;58;78;TIDAK SISIP
978444d14ff3ecd4b0f9a6cbbd5463d8;Kalimantan;SMA;NEGERI;RAPORT;2.43;2.41;2.21;2.4;5;13;2.67;59;76;TIDAK SISIP
98ea256880a5e3e461939f3a7bdd5e80;Jawa;SMA;SWASTA;TES;3.89;3.68;3.74;3.76;0;0;3.90;61;79;TIDAK SISIP
9a1ed14988f57a431c6ed0655fdbca33;Jawa;SMA;SWASTA;RAPORT;2.83;2.8;2.47;1.92;3;9;2.47;60;80;TIDAK SISIP
9a6af4a4af29cb8dfe712f553e71e2d4;Bali & NTT;SMA;NEGERI;TES;2.56;2.75;2.77;3;2;4;3.23;58;78;TIDAK SISIP
9a6f7ae2fba3c4e9e95d676f470f581f;Jawa;SMA;NEGERI;RAPORT;4;3.88;3.75;3.82;0;0;3.93;61;84;TIDAK SISIP
9d38cf7570758632d698fca4b9e398ca;Jawa;SMA;NEGERI;TES;3.83;3.85;3.85;3.85;0;0;3.90;61;81;TIDAK SISIP
9d4144a6e340fc9433ee6ac0dbb28225;Kalimantan;SMA;NEGERI;RAPORT;3.11;3.11;3.18;3.32;2;6;3.53;61;81;TIDAK SISIP
9d6de0eb770c3fccc10820f59d169136;Jawa;SMA;SWASTA;RAPORT;2.6;2.74;2.94;3.11;3;9;3.23;60;83;TIDAK SISIP
a40be65bf4dd3cbb389064129785d69d;Jawa;SMK;NEGERI;TES;4;3.82;3.73;3.66;0;0;3.81;60;82;TIDAK SISIP
a5aba4ad0ed6a61aa2e3533fe560597d;Kalimantan;SMA;NEGERI;RAPORT;3.5;3.33;3.15;3.31;3;8;3.63;58;82;TIDAK SISIP
a7e4a8336fb00f90a2684b9cdfc714c0;Kalimantan;SMA;SWASTA;TES;3.06;2.85;2.73;2.86;1;2;3.08;63;81;TIDAK SISIP
a89cb6fb5aa263515d5f68a3307c837c;Papua & Maluku;SMA;NEGERI;TES;3.5;3.66;3.68;3.77;0;0;4.00;63;87;TIDAK SISIP
aa419c26e95b1883f2988d2d85b6029d;Kalimantan;SMK;NEGERI;RAPORT;3;3.12;2.65;2.75;4;11;2.97;61;81;TIDAK SISIP
aacb6597fa1231ff3119a45d3a411e5b;Jawa;SMA;NEGERI;TES;3.72;3.35;3.05;3.02;1;3;3.11;60;82;TIDAK SISIP
ab5cde5b5adf8df149d9821b00d257a0;Papua & Maluku;SMA;NEGERI;TES;3.56;3.26;3.1;3.26;1;2;3.47;60;83;TIDAK SISIP
ac2dc8c5488b7dda725244d5e0ae9a6b;Jawa;SMA;SWASTA;TES;3.5;3.45;3.41;3.39;0;0;3.69;58;80;TIDAK SISIP
ad8c14a3f5e2e877bddd559190b65978;Sulawesi;SMA;SWASTA;TES;2.94;2.89;2.86;3.13;2;4;3.44;58;80;TIDAK SISIP
b067cafdb6f9a16cf0defe04d86a3bd9;Sumatera;SMA;SWASTA;TES;3.15;2.91;2.98;2.93;3;7;3.23;58;78;TIDAK SISIP
bd363719588776fe49babf8976c1ad13;Jawa;SMK;SWASTA;TES;3.67;3.61;3.64;3.62;0;0;3.85;58;80;TIDAK SISIP
bf7ca58b5b5c51040cb584ba386372b0;Kalimantan;SMA;SWASTA;RAPORT;2.77;2.74;2.84;3.04;5;13;3.29;61;78;TIDAK SISIP
c4f69e6325a40723ca97c46bb35fb9aa;Jawa;SMA;SWASTA;TES;0;0;0;0;4;13;0.00;18;18;SISIP
c9985894ec8159abdb5c8c70668dca0d;Jawa;SMA;NEGERI;TES;3.11;2.72;2.42;2.48;2;8;2.77;59;77;TIDAK SISIP
cc0a627b8bb6d5e1523ef501e34efdbf;Jawa;SMA;SWASTA;RAPORT;3.28;3.21;3.04;3.09;2;4;3.23;58;78;TIDAK SISIP
d0288212f59f0ecc200e3c9665c62b3e;Jawa;SMA;SWASTA;TES;3.28;3.33;3.05;3.01;2;5;3.30;64;84;TIDAK SISIP
d2417d967bb282582d1258e82c7fee57;Sumatera;SMA;NEGERI;TES;2.67;2.56;2.51;2.57;4;10;2.80;58;80;TIDAK SISIP
d554522536c313f18cdb5d55d5160a20;Papua & Maluku;SMA;NEGERI;RAPORT;2.94;3.14;2.81;2.74;2;6;3.03;60;78;TIDAK SISIP
d6fd505723794f6eca4b3665926a1138;Kalimantan;SMA;NEGERI;RAPORT;1.22;1.53;1.53;1.29;5;13;1.15;34;54;SISIP
d87bce4dfc319be749849a7026be1e76;Kalimantan;SMA;NEGERI;RAPORT;2.69;2.64;2.35;2.56;5;12;3.12;59;77;TIDAK SISIP
db7e208c9c7d797a16fd93053506861d;Jawa;SMA;NEGERI;TES;2.78;2.92;2.61;2.58;3;9;2.95;58;76;TIDAK SISIP
dda8ee9e22acba9af739e95648c55e6b;Kalimantan;SMA;NEGERI;RAPORT;2.67;2.71;1.97;2;7;21;2.52;62;79;TIDAK SISIP
deca8da564ad0bbaece6867ec9e84791;Papua & Maluku;SMA;SWASTA;RAPORT;3.31;3.03;2.96;2.96;3;8;3.10;61;78;TIDAK SISIP
e05da04ee5a580980c095eb9f0299945;Bali & NTT;SMA;SWASTA;TES;1.28;1.28;1.28;1.28;4;13;1.28;18;18;SISIP
e2d2294c2eecdf241b00667f11065728;Kalimantan;SMA;NEGERI;RAPORT;2.5;2.71;2.52;2.67;1;4;2.90;61;79;TIDAK SISIP
e2e505325beb3015a27a886d231f566c;Jawa;SMA;SWASTA;RAPORT;3.19;2.88;2.87;3.01;3;8;3.18;60;80;TIDAK SISIP
e31a3a25214eb3c5d997505495f89e03;Papua & Maluku;SMA;SWASTA;RAPORT;1.89;1.89;1.89;1.89;3;7;1.89;18;18;SISIP
e48f19660bc6877158f200211f44a702;Sumatera;SMA;NEGERI;RAPORT;2.61;2.91;3.21;3.35;1;3;3.52;61;81;TIDAK SISIP
e5b924a6280b66c81e5e682ffebe5d5e;Sumatera;SMA;NEGERI;TES;2.67;2.87;2.83;3.07;1;2;3.28;58;76;TIDAK SISIP
e6c9b81da86fd7a06c0b7bb7c3184bbe;Jawa;SMA;SWASTA;RAPORT;3.67;3.5;3.48;3.55;0;0;3.79;60;82;TIDAK SISIP
e77dbb56970d5ec27656b8243db2e85c;Jawa;SMA;SWASTA;RAPORT;3.61;3.42;3.28;3.27;0;0;3.52;58;78;TIDAK SISIP
e7c20be805eabddb853818ae84f591e8;Jawa;SMA;NEGERI;TES;3.5;3.37;3.43;3.51;0;0;3.71;61;83;TIDAK SISIP
e86078d9dfd7aaf3b20ad04ffb1fb346;Jawa;SMA;NEGERI;RAPORT;2.5;2.55;2.76;2.77;1;2;3.00;58;78;TIDAK SISIP
e860e513e269ff7888b8b688242b15ad;Bali & NTT;SMA;SWASTA;TES;4;4;3.95;3.9;0;0;4.00;64;86;TIDAK SISIP
e9a4b3112cb362c5f8b56abf467077dc;Sumatera;SMA;NEGERI;RAPORT;4;3.66;3.66;3.75;0;0;3.87;61;84;TIDAK SISIP
ec8343f484f3fa4fbbc43e7238b4c2b3;Jawa;SMA;SWASTA;RAPORT;2.46;2.27;2.19;2.39;7;19;2.43;59;79;TIDAK SISIP
ededd08d7cd48af9f06e63d4a3101b9f;Kalimantan;SMA;NEGERI;RAPORT;2.19;2.38;2.16;2.21;7;20;2.37;59;78;TIDAK SISIP
f197d92c35c5c94118e6bb983536e8a2;Jawa;SMK;SWASTA;TES;0;0;0;0;6;18;0.00;18;18;SISIP
f2a8b42879c5e21aa693033c3a35fbcb;Jawa;SMK;NEGERI;RAPORT;3.39;3.38;3.48;3.39;0;0;3.57;60;82;TIDAK SISIP
f5f16f4e50c6f1eeb8f1ea9327bf3b27;Sumatera;SMA;SWASTA;TES;2.73;3.16;3.14;3.25;0;0;3.28;60;80;TIDAK SISIP
f6db0501928e0da7426600a5b8509e0a;Jawa;SMA;SWASTA;RAPORT;3.89;3.89;3.83;3.8;0;0;3.90;58;80;TIDAK SISIP
f7cd8fd812cf3fc0cd938ce4bcdf1a05;Papua & Maluku;SMA;NEGERI;TES;3.08;2.64;2.45;2.31;4;10;2.45;57;77;TIDAK SISIP
fd5241b4878780ccf1848416ca3f6b47;Jawa;SMA;SWASTA;TES;3;3;3.05;3.12;0;0;3.31;60;82;TIDAK SISIP
fda6fcdcc8113e3411110b1aa5e5f1c2;Jawa;SMA;NEGERI;TES;3.89;3.66;3.72;3.79;0;0;4.00;61;81;TIDAK SISIP
fe3fa84c4e7765ec4177e44c60f6523a;Kalimantan;SMA;NEGERI;TES;3.67;3.5;3.64;3.68;0;0;3.84;61;79;TIDAK SISIP
fe99c421cb93cc7a1a0c2d3e8ef49b9e;Jawa;SMA;SWASTA;RAPORT;3.17;3.05;3.12;3.16;0;0;3.36;60;82;TIDAK SISIP
00e339cce615161404d76881c432a657;Jawa;SMA;NEGERI;TES;3.72;3.82;3.89;3.92;0;0;4.00;63;85;TIDAK SISIP
0480165405357736129eefb105a4c8ed;Sumatera;SMA;SWASTA;TES;4;3.82;3.81;3.82;0;0;3.95;62;84;TIDAK SISIP
05d3fda0c7770dfead3c9c5f86f725fa;Jawa;SMA;SWASTA;TES;3.33;3.55;3.33;3.01;0;0;3.26;58;78;TIDAK SISIP
061ff1f7673994311d97807b7758b850;Sumatera;SMA;NEGERI;TES;2.89;3.2;3.13;2.88;0;0;3.27;62;83;TIDAK SISIP
09ae19a35ed6ccac4944e409c9869341;Jawa;SMA;SWASTA;TES;2.89;3.26;3.08;3.07;1;2;3.27;63;83;TIDAK SISIP
0b1715fdab49e5e0a5104264cf049b5d;Papua & Maluku;SMA;NEGERI;RAPORT;3.28;3.3;3.38;3.38;0;0;3.43;60;82;TIDAK SISIP
0b916ab3f83295ff1063466828a1288a;Kalimantan;SMA;NEGERI;TES;3.5;3.52;3.48;3.6;0;0;3.89;60;80;TIDAK SISIP
0bb477fe9fe8c23464b4704560e32b50;Jawa;SMK;SWASTA;RAPORT;2.89;3.32;3.5;3.53;0;0;3.62;64;87;TIDAK SISIP
0c5aee64c3be13e9d324e50d6f1d5fb0;Sumatera;SMA;SWASTA;TES;2.61;3.12;2.81;2.8;2;8;3.00;63;78;TIDAK SISIP
0c657cd38d4c15774746691eac0b7935;Sumatera;SMA;NEGERI;TES;2.56;3.05;3.15;3.21;0;0;3.55;62;82;TIDAK SISIP
0d6ec14265a2fb9b9d5bdd24e661babf;Sumatera;SMA;NEGERI;TES;3.61;3.78;3.77;3.76;0;0;3.90;64;88;TIDAK SISIP
0f1104754c6af5d7aa95c27df292855f;Jawa;SMA;SWASTA;RAPORT;3.22;3.45;3.23;3.26;1;3;3.60;60;80;TIDAK SISIP
0f1b9866bb731e1164248aaedb40224c;Jawa;SMA;NEGERI;TES;3.83;3.92;3.87;3.82;0;0;3.89;62;84;TIDAK SISIP
10054a251632490681cf31f6d2ba8d5b;Bali & NTT;SMA;SWASTA;TES;2.39;2.85;2.82;2.78;1;3;3.05;62;84;TIDAK SISIP
1051a536468e240e0af36541c3b09232;Sulawesi;SMA;NEGERI;TES;0;0;0;0;5;15;0.00;18;18;SISIP
112acc1340644675cf68430cf119de5b;Jawa;SMA;SWASTA;RAPORT;3.83;3.92;3.77;3.79;0;0;3.90;60;82;TIDAK SISIP
124233feb2c6933a78d6ee41a51f6792;Sumatera;SMA;NEGERI;TES;3.56;3.55;3.4;3.35;0;0;3.47;62;83;TIDAK SISIP
1442553b9325d44d147828f8e400b838;Jawa;SMA;NEGERI;TES;3.56;3.7;3.72;3.72;0;0;3.80;64;85;TIDAK SISIP
15062a54d2241367313a9904b95dc432;Jawa;SMA;NEGERI;TES;2.89;3.16;3.03;2.72;0;0;3.15;60;82;TIDAK SISIP
15c1977638b2405002eec62e5783c044;Kalimantan;SMA;SWASTA;TES;3.17;3.5;3.63;3.55;0;0;3.71;63;87;TIDAK SISIP
167409dd7b9cd57932b1fb69ca3bc48e;Kalimantan;SMA;NEGERI;TES;3.61;3.72;3.67;3.68;0;0;3.80;60;80;TIDAK SISIP
17535b3093a179f65466faa11eec5bc8;Bali & NTT;SMA;NEGERI;TES;0.33;0.33;0.33;0.33;5;15;0.33;18;18;SISIP
18e303f2126903760c3fd639f23fe6b3;Sulawesi;SMA;NEGERI;RAPORT;3.44;3.38;3.43;3.38;0;0;3.46;63;85;TIDAK SISIP
1e3ce11ffa72c66a1d0d6a31b4d5671f;Bali & NTT;SMA;SWASTA;TES;3.06;3.35;3.15;3.16;1;3;3.38;60;80;TIDAK SISIP
1e4c650e113368cc31064476455e392a;Jawa;SMA;SWASTA;TES;3.33;3.67;3.64;3.67;0;0;3.80;60;83;TIDAK SISIP
1fca3266a9f6a2aa7cb8531197d0a0b5;Bali & NTT;SMA;SWASTA;RAPORT;2.89;3.08;2.65;2.77;1;3;3.00;60;80;TIDAK SISIP
1ff335456cbd26d00a5356d504a953be;Sulawesi;SMA;SWASTA;TES;2.61;2.78;2.66;2.48;1;2;2.85;62;83;TIDAK SISIP
20fe38a8b43ceadab46551ec3eeda783;Bali & NTT;SMA;NEGERI;TES;2.67;3.05;3.11;3.08;0;0;3.31;64;88;TIDAK SISIP
2195125a688300d4ddec5d982ac352ed;Kalimantan;SMA;NEGERI;RAPORT;3.39;3.52;3.47;3.49;0;0;3.75;62;84;TIDAK SISIP
230d584b7ccb29940ee915966ef2ab84;Sumatera;SMA;SWASTA;TES;1.44;1.38;1.38;1.38;5;13;1.38;34;34;SISIP
24747c980ebd5c42e3bed771ede841f8;Jawa;SMA;SWASTA;RAPORT;2.89;3.38;3.53;3.55;0;0;3.66;60;84;TIDAK SISIP
24ebff9089af94c16529e8d15327adfb;Jawa;SMA;NEGERI;TES;3.06;3.38;3.19;3.21;0;0;3.44;62;84;TIDAK SISIP
289027f8ece349e014835563d409290b;Jawa;SMA;NEGERI;TES;3.33;3.6;3.42;3.38;0;0;3.52;64;88;TIDAK SISIP
293b1657aee35a45530417f8c6a9a479;Kalimantan;SMA;NEGERI;RAPORT;3.33;3.48;3.5;3.49;0;0;3.65;60;84;TIDAK SISIP
29c7d9f8d13a899f35a2856a8b720d49;Kalimantan;SMA;NEGERI;RAPORT;2.89;3.18;3.29;3.34;0;0;3.44;63;85;TIDAK SISIP
2f006dc802c0ce4c184ff14428ceb6aa;Bali & NTT;SMA;SWASTA;TES;0.33;0.33;0.33;0.33;5;15;0.33;18;18;SISIP
2f9f09f0af79c1a3174de6b8dae0ff7d;Jawa;SMK;NEGERI;TES;1.69;1.61;1.67;1.56;11;30;1.98;56;76;SISIP
30e8d92cb7b41acd15efd38cf55bba62;Kalimantan;SMA;SWASTA;RAPORT;0.17;0.17;0.17;0.17;6;18;0.17;18;18;SISIP
322843db2646a4597adc157c24c8b853;Sumatera;SMA;SWASTA;TES;3.31;3.26;3.3;3.16;1;2;3.27;58;82;TIDAK SISIP
32a24941f7de7c235f6d4eb03293d035;Bali & NTT;SMA;NEGERI;TES;2.94;2.98;2.97;2.93;2;5;3.33;63;85;TIDAK SISIP
3428115d1f0dcd50a885e0b3bc2a68b8;Jawa;SMA;NEGERI;TES;2.17;2.49;2.59;2.55;2;5;2.69;62;82;TIDAK SISIP
353507396da5f20b250b2ad5d195b344;Kalimantan;SMA;SWASTA;TES;2.39;2.71;2.74;2.72;2;5;2.98;58;76;TIDAK SISIP
3754ade659a3d96ee5f4f3ae2072ff43;Kalimantan;SMA;NEGERI;TES;2.44;2.85;3.02;3;0;0;3.17;63;86;TIDAK SISIP
379a220a1626ebd1fcfb632f0de56d29;Bali & NTT;SMA;SWASTA;TES;0;0;0;0;5;15;0.00;18;18;SISIP
37aa60f30f1ad56cfc7ae61effb3534b;Papua & Maluku;SMA;NEGERI;RAPORT;2.67;2.89;2.53;2.35;2;5;2.65;58;80;TIDAK SISIP
38933bb6f11808e8fabcd40eb3715bd4;Jawa;SMA;NEGERI;RAPORT;0.33;0.33;0.33;0.33;5;15;0.33;18;18;SISIP
3acf8e8c358ad29352ddb284af781c2b;Bali & NTT;SMA;NEGERI;TES;2.67;2.72;2.84;2.88;3;10;2.95;60;78;TIDAK SISIP
3c85ddd65621583a0895521481e11052;Jawa;SMA;NEGERI;TES;2.83;3.18;3.28;3.3;0;0;3.47;60;83;TIDAK SISIP
3d3f80c7098147459c669d2811a9558f;Kalimantan;SMA;SWASTA;TES;2.89;3.34;3.25;3.29;0;0;3.49;63;87;TIDAK SISIP
3da5a00c493b9aeafa1d1e229673518b;Sumatera;SMA;NEGERI;TES;3.67;3.65;3.72;3.52;0;0;3.55;60;82;TIDAK SISIP
3df1fe194bfba52c936a0489466b61df;Jawa;SMK;SWASTA;RAPORT;3.11;3.26;3.3;3.36;1;3;3.61;60;83;TIDAK SISIP
3e1131e8c159a20afb3b7e84cb2d8d56;Jawa;SMA;NEGERI;TES;2.38;2.62;2.69;2.63;1;2;2.74;58;75;TIDAK SISIP
3ef2972e45affd0a82ee329061ae7684;Papua & Maluku;SMK;SWASTA;RAPORT;1.2;0.79;0.72;0.78;11;35;0.92;55;74;SISIP
40e8d4528397cd1ad0517957cdaa6c6b;Kalimantan;SMA;NEGERI;TES;2.83;3;2.53;2.44;6;16;2.92;62;82;TIDAK SISIP
430e0ca2ab435462a6e2688310147101;Jawa;SMA;SWASTA;RAPORT;3.56;3.75;3.7;3.7;0;0;3.75;64;82;TIDAK SISIP
44989e0432e60f98a1839ed703060b21;Jawa;SMA;NEGERI;TES;3.44;3.55;3.59;3.59;0;0;3.80;64;85;TIDAK SISIP
4589ff117ca4a34ff41a656fe5577c86;Sulawesi;SMA;NEGERI;TES;2.83;3.18;3.34;3.27;0;0;3.47;62;85;TIDAK SISIP
46ae24f79629433e44d61af79ba5abdf;Jawa;SMA;SWASTA;TES;1.83;1.08;1.08;1.08;7;21;1.08;38;38;SISIP
4732575a5809e1591ce033532feeda81;Jawa;SMA;NEGERI;TES;2.72;2.8;3.05;3.14;0;0;3.40;60;80;TIDAK SISIP
47a68f883c0b2f9cfdf72c89910ded44;Bali & NTT;SMA;NEGERI;TES;3.83;3.82;3.77;3.77;0;0;3.85;64;64;TIDAK SISIP
47c1e1270dc320b8e52ef2322a8c720a;Sulawesi;SMA;SWASTA;TES;3.17;2.68;1.82;1.82;8;25;1.69;54;54;SISIP
49bb1a8432037185d2ab23cda72b4b9c;Bali & NTT;SMA;SWASTA;TES;2.89;3.22;3.03;2.99;0;0;3.20;62;84;TIDAK SISIP
