NIM;Kepulauan Asal Lahir;Jurusan Sekolah;Profil Sekolah;Jalur Pendaftaran;IPK1;IPK2;IPK3;IPK4;jumlah Matakuliah D/E/F;jumlah sks d/e/f;IPK 60 SKS;total sks semester 1-3;total SKS semester 1-4;Status
4c31aeee4db05efaf8d3343cfda3c920;Kalimantan;SMA;NEGERI;RAPORT;3.89;3.71;3.69;3.62;0;0;3.77;58;78;TIDAK SISIP
4c7f31e61a3175f1fb4cd68c1ed613c2;Jawa;SMA;SWASTA;TES;3;3.15;3.1;3.1;0;0;3.49;62;82;TIDAK SISIP
4c9d7327f6a74cd597f69149cf3c580f;Jawa;SMA;SWASTA;TES;2.33;2.53;2.82;2.88;2;4;3.25;62;84;TIDAK SISIP
4ec4ec083dcd5baa241ae46c6f4eedcf;Bali & NTT;SMK;SWASTA;TES;3.06;3.32;3.26;3.28;0;0;3.34;62;83;TIDAK SISIP
504afe4182896382ea6300e8427b0808;Kalimantan;SMA;SWASTA;TES;3;3.12;2.67;2.62;7;20;2.75;59;79;TIDAK SISIP
53b9b22a206177495e5d82ac2e9c850a;Kalimantan;SMA;SWASTA;TES;0.67;0.3;0.24;0.24;20;51;0.18;56;56;SISIP
56ebd02487070bce72637fc3f953c281;Bali & NTT;SMA;SWASTA;TES;2.22;2.62;2.71;2.74;2;8;3.10;62;83;TIDAK SISIP
58ac984d180018a19923a7f563af8d10;Jawa;SMA;NEGERI;RAPORT;3.5;3.66;3.63;3.58;0;0;3.78;60;82;TIDAK SISIP
5a0e89634bb8fe882bc3c7adbbfca795;Jawa;SMA;NEGERI;RAPORT;3.61;3.76;3.75;3.76;0;0;3.90;60;84;TIDAK SISIP
5b9367af87bab81603eaeb959fc07396;Jawa;SMA;NEGERI;TES;3.39;3.72;3.73;3.76;0;0;3.80;63;85;TIDAK SISIP
5f1d93e0834d74c39d9a75d8bad0a425;Bali & NTT;SMA;NEGERI;TES;2.56;2.58;2.76;2.85;2;5;3.13;60;83;TIDAK SISIP
5f4cfd340ee6a7382b3445be908cf03a;Jawa;SMK;NEGERI;TES;3.06;3.06;3.06;3.16;0;0;3.16;18;38;SISIP
5f6f38ba4be55c2091283c7584259378;Sumatera;SMA;NEGERI;TES;3.28;3.6;3.66;3.7;0;0;3.76;62;84;TIDAK SISIP
60037e47e02d337174977d44a80fb5a1;Kalimantan;SMA;SWASTA;TES;1.72;1.03;1.03;1.03;9;26;1.03;38;38;SISIP
60cfb75ee6f516c0fddcf475405d304a;Sumatera;SMA;NEGERI;TES;3.11;3.32;3.44;3.46;0;0;3.57;62;82;TIDAK SISIP
610fa14e2fce85d2a981e1b9c6db3176;Kalimantan;SMA;SWASTA;TES;3.44;3.48;3.48;3.38;0;0;3.69;62;84;TIDAK SISIP
68ec4048f7ad6d7616726688c6edc00d;Kalimantan;SMA;NEGERI;TES;2.28;2.22;1.67;1.41;7;20;1.74;60;77;SISIP
698f66c8f24fececefe799f208100f6b;Bali & NTT;SMA;NEGERI;TES;2.72;3;2.84;2.85;0;0;3.18;64;85;TIDAK SISIP
6b6e517f81e94ab45a759ae52f3a421a;Jawa;SMA;NEGERI;RAPORT;3.39;3.45;2.97;2.3;1;3;3.05;60;82;TIDAK SISIP
6e4c23bccdd8d60a797634355de6e25a;Jawa;SMA;NEGERI;TES;2.67;2.82;2.03;1.72;6;20;2.26;62;80;TIDAK SISIP
728434fe7bbad92069166cf109cb7513;Jawa;SMA;SWASTA;RAPORT;3.72;3.82;3.89;3.76;0;0;3.90;63;87;TIDAK SISIP
797eac51f6ff488fcaa2ce6423725c13;Sulawesi;SMA;NEGERI;TES;2.53;2.89;2.59;2.44;3;8;2.70;60;78;TIDAK SISIP
7acd7daef7a47084ee8fcf5901e8f256;Kalimantan;SMA;NEGERI;TES;2.61;2.89;2.83;2.72;1;2;2.85;62;84;TIDAK SISIP
7d68de188b75302d436fb4ed0be45a9c;Bali & NTT;SMA;NEGERI;TES;2.61;3.2;3.06;3;0;0;3.25;62;82;TIDAK SISIP
80b47646d3514fb0c25f53da5ecc6551;Bali & NTT;SMA;NEGERI;TES;1.94;1.09;1.09;1.09;6;19;1.03;34;34;SISIP
8138ee428c5bd919d50b988e5af1bb61;Bali & NTT;SMA;NEGERI;TES;3.33;3.34;3.49;3.48;0;0;3.67;61;81;TIDAK SISIP
83378b7e0f60e2c24c5e97ee97f8b279;Kalimantan;SMA;SWASTA;TES;2.33;1.47;1.47;1.47;6;16;1.47;36;36;SISIP
863043d68f6cf308082027999c61e1b5;Jawa;SMA;SWASTA;TES;3.28;3.58;3.5;3.55;0;0;3.85;62;85;TIDAK SISIP
8779c9ae40966b5fe6472c057ee467a8;Jawa;SMA;NEGERI;TES;3.33;3.47;3.61;3.58;1;2;3.68;58;76;TIDAK SISIP
8872b2f1cce5e421a3a74288c9485dbf;Bali & NTT;SMA;SWASTA;TES;3.67;3.8;3.84;3.8;0;0;3.85;62;82;TIDAK SISIP
8ad431891bf4f0767fb66fd457cf8cba;Kalimantan;SMA;NEGERI;RAPORT;3.39;3.52;3.58;3.6;1;2;3.76;60;84;TIDAK SISIP
8c7896126a0775a5e827c08de98b910a;Jawa;SMA;SWASTA;RAPORT;3.61;3.68;3.7;3.75;0;0;3.90;60;83;TIDAK SISIP
8debe9dafcef389b84ed4c91ab97e02a;Papua & Maluku;SMA;SWASTA;TES;2.44;2.84;1.86;1.59;8;27;2.05;58;80;TIDAK SISIP
8eb58c062fc5d158ab73c77cf4bdaab9;Papua & Maluku;SMA;NEGERI;TES;2.69;2.74;2.26;1.96;6;17;2.34;62;82;TIDAK SISIP
8f259df966d1a98e3f02e4c465f2d700;Jawa;SMA;NEGERI;TES;2.89;3.32;3.19;3.17;0;0;3.27;62;82;TIDAK SISIP
91218dddb614d5531804bb1d79d70aba;Bali & NTT;SMK;NEGERI;TES;3.28;3.48;3.5;3.53;0;0;3.70;64;88;TIDAK SISIP
92757f8d52e075908b25dbc091d1e9cb;Bali & NTT;SMA;SWASTA;TES;2.17;2.75;2.85;2.74;0;0;2.93;64;86;TIDAK SISIP
93f04d1851e834952e5f882f467165c7;Jawa;SMA;SWASTA;RAPORT;2.89;3.18;3.08;3.14;0;0;3.36;60;81;TIDAK SISIP
9518589cfdbf727427616e0ad7331624;Jawa;SMA;NEGERI;TES;2.67;3.22;3.19;3;0;0;3.38;64;82;TIDAK SISIP
9726d093a18b6b5c9d39bea5bbe2c85e;Sulawesi;SMA;SWASTA;TES;2.89;3.4;3.47;3.3;0;0;3.52;62;85;TIDAK SISIP
9baf6cde892951b28ada7e40cf5b19f9;Kalimantan;SMA;SWASTA;TES;2;2.39;2.17;2.09;4;11;2.33;60;80;TIDAK SISIP
9d5f1342affba6390d5365caff44627a;Sumatera;SMA;SWASTA;TES;3.11;3.15;3.35;3.18;0;0;3.35;62;84;TIDAK SISIP
9dcc8bf3873248912e2a821d2afaa406;Kalimantan;SMA;SWASTA;TES;3;3.5;3.35;3.39;0;0;3.67;62;85;TIDAK SISIP
9e9fd0d781d84613dfedb4c21958b960;Sumatera;SMA;NEGERI;TES;3.06;3.22;3.06;2.89;0;0;3.12;63;85;TIDAK SISIP
9fdffb075df52b17de71bbae303b3be7;Kalimantan;SMA;SWASTA;TES;3.17;1.5;1.5;1.5;7;20;1.43;40;40;SISIP
a048d0d548057bd08a18bcbb66421bb1;Jawa;SMA;NEGERI;RAPORT;3.72;3.82;3.7;3.75;0;0;3.90;60;84;TIDAK SISIP
a67f950c941766c697c285a9db108db3;Kalimantan;SMA;NEGERI;RAPORT;3.5;3.66;3.68;3.74;0;0;3.90;60;84;TIDAK SISIP
a783a786dd77688d4ccf813c2ae41f81;Kalimantan;SMA;SWASTA;TES;3.27;3.18;3.32;3.2;0;0;3.68;71;86;TIDAK SISIP
a78517c8bf4c497335e424724443b65f;Jawa;SMA;NEGERI;TES;0.56;0.92;0.92;0.92;9;23;0.92;36;36;SISIP
a9c2be220c4f9b48c20966d93899ef0c;Papua & Maluku;SMA;NEGERI;RAPORT;2.17;2.92;2.89;2.94;0;0;3.22;61;83;TIDAK SISIP
aaf4c14e8aa4763640cc2c17c6729d6f;Kalimantan;SMA;SWASTA;RAPORT;2.83;3.32;3.37;3.3;0;0;3.58;60;82;TIDAK SISIP
ab17121269726ad0bb60477c6ca087d5;Jawa;SMA;NEGERI;TES;2.7;2.69;2.6;2.38;7;16;2.68;67;86;TIDAK SISIP
ab51a4fe5c7ff11773d9a362fc922b09;Kalimantan;SMA;SWASTA;TES;2.72;3.35;3.28;3.2;0;0;3.42;60;82;TIDAK SISIP
af6c1bc40978da79eb006c5868217671;Kalimantan;SMA;SWASTA;TES;2.17;2.24;2.6;2.7;1;3;3.05;58;81;TIDAK SISIP
b328ef01bd3bfd574c89ebc859a73e04;Jawa;SMA;SWASTA;TES;2.61;3.1;3.27;3.3;0;0;3.51;64;88;TIDAK SISIP
b35b7ade51d011fe7894869aa35c8177;Bali & NTT;SMA;SWASTA;TES;1.72;2.53;2.5;2.01;4;11;2.45;58;78;TIDAK SISIP
b36c7da0e8038752225ff53671c0dee9;Kalimantan;SMA;NEGERI;TES;2.61;3.12;3.17;3.09;0;0;3.42;63;85;TIDAK SISIP
b407cb591fce130bac83324e5ce50305;Sulawesi;SMA;SWASTA;TES;3.5;3.52;3.55;3.44;0;0;3.70;62;85;TIDAK SISIP
b4a2da7a14948e30bff995cfbf35b888;Sulawesi;SMA;NEGERI;TES;3.56;3.3;3.43;3.45;0;0;3.68;60;82;TIDAK SISIP
b5de69fa7d4ae29acdafc5644d4c5122;Jawa;SMK;SWASTA;TES;3.33;3.55;3.71;3.75;0;0;3.90;63;83;TIDAK SISIP
b658c7db2165e82fae9b53976c6bb53d;Kalimantan;SMK;NEGERI;TES;2.83;3.28;3.39;3.35;0;0;3.66;62;85;TIDAK SISIP
b7b3a73f86ac0080c072fa4e84565565;Jawa;SMA;NEGERI;TES;2.72;2.89;2.96;3;2;5;3.29;62;84;TIDAK SISIP
b7d691a6e70d046bcfa1e390f6956597;Jawa;SMA;NEGERI;RAPORT;2.5;2.95;2.03;2.03;6;20;2.03;60;60;TIDAK SISIP
b9afd7ec102e9f4724c4c47cc6dfe11e;Jawa;SMA;NEGERI;RAPORT;3.39;3.45;3.5;3.51;0;0;3.66;60;83;TIDAK SISIP
b9ffb08a19d0201ab2a5faa698335600;Jawa;SMA;NEGERI;TES;1.83;1.17;1.04;0.79;12;39;0.80;53;73;SISIP
bbf1a838cbb8acf31dd03bf9621015f7;Jawa;SMA;NEGERI;TES;3.22;3.6;3.67;3.66;0;0;3.72;64;87;TIDAK SISIP
bca3c0ff5d7145531516f68a1342898f;Sumatera;SMK;NEGERI;TES;2.93;3.24;2.96;2.84;1;3;2.97;58;76;TIDAK SISIP
bdad7320d7c1d21efac1d7c3a8381481;Kalimantan;SMA;SWASTA;RAPORT;0;0;0;0;6;18;0.00;18;18;SISIP
bec94d38db1d1a99505e83837df976e8;Bali & NTT;SMA;SWASTA;TES;3.11;3.52;3.27;3.18;0;0;3.46;62;84;TIDAK SISIP
c2752f71a3719bd020239f9a5c75835a;Jawa;SMA;SWASTA;TES;3.28;3.35;3.48;3.46;0;0;3.74;62;82;TIDAK SISIP
c2d755a96d8949a6e4c93f9f728bf715;Bali & NTT;SMA;NEGERI;TES;2.33;2.8;2.63;2.73;1;3;2.95;62;84;TIDAK SISIP
c34846d21c36f3a28a6aaff233a278b3;Papua & Maluku;SMA;NEGERI;RAPORT;3.33;3.39;3.39;3.24;0;0;3.61;61;83;TIDAK SISIP
c3f08fd2c83b2802245faa62b6bcfbf1;Sumatera;SMA;SWASTA;TES;3.06;3.2;3.05;3;0;0;3.28;60;80;TIDAK SISIP
c49f514dafdc3ee36eb6f2c646fc90ee;Jawa;SMA;SWASTA;TES;2.33;2.78;2.83;2.76;1;2;3.02;64;85;TIDAK SISIP
c4e27e0b6252d4970182750feac8629a;Bali & NTT;SMA;SWASTA;TES;1.94;1.89;1.51;1.42;10;27;1.79;58;76;SISIP
c59a9a6c8538bdd758f9795ba0718093;Jawa;SMA;NEGERI;TES;2.62;2.63;2.86;2.94;1;2;3.12;62;86;TIDAK SISIP
c732ba18026634940fd2380713359cfc;Bali & NTT;SMA;SWASTA;TES;2.78;3.05;2.95;2.66;0;0;3.00;60;80;TIDAK SISIP
c77ba0cd1e8d84772dccab5713336727;Jawa;SMA;SWASTA;TES;3.39;3.62;3.52;3.52;0;0;3.68;62;85;TIDAK SISIP
c8711f485f48b58accd59b04dde90199;Papua & Maluku;SMA;NEGERI;RAPORT;2.38;3.03;3;2.91;2;5;3.22;61;82;TIDAK SISIP
cc70097150078ee4e89d90dc3819df6d;Jawa;SMA;SWASTA;RAPORT;3.22;3.53;3.57;3.64;0;0;3.74;58;80;TIDAK SISIP
d01dfd66529e411abf8de02a79783de8;Jawa;SMA;SWASTA;RAPORT;3.17;3.42;3.37;3.16;0;0;3.54;60;80;TIDAK SISIP
d195b7478c267547391cff9a933949da;Bali & NTT;SMA;NEGERI;RAPORT;2.06;2.76;2.8;2.7;4;10;3.26;60;82;TIDAK SISIP
d25065d516f78b2067777db0a8a4014f;Sumatera;SMK;NEGERI;TES;2.8;3.14;3.04;3.09;2;5;3.58;63;85;TIDAK SISIP
d3e43d64755c49466897815790a578d8;Jawa;SMK;SWASTA;TES;2.89;3.2;3.24;3.37;0;0;3.56;62;84;TIDAK SISIP
d44aa64a4139715c4789b9f1974062c8;Jawa;SMA;NEGERI;RAPORT;3.33;3.42;3.48;3.55;0;0;3.80;60;80;TIDAK SISIP
d4c3ecdb039f8d6f56768678a53e3547;Bali & NTT;SMA;SWASTA;TES;3.33;3.32;3.14;2.99;1;3;3.25;63;85;TIDAK SISIP
d52ebf70bff05343fd34074f7b2d4fe2;Kalimantan;SMA;NEGERI;TES;2.56;3.18;3.28;3.38;0;0;3.55;60;82;TIDAK SISIP
d62ccd128543959c670539882cda9e51;Sumatera;SMA;NEGERI;TES;3.83;3.75;3.67;3.65;0;0;3.78;60;82;TIDAK SISIP
d6702d92cb55256bee7f9b2f36fa82a9;Bali & NTT;SMA;SWASTA;TES;3.22;3.38;3.52;3.55;0;0;3.77;63;85;TIDAK SISIP
d7147c0b4093b8bc9d48f4dbe2a6c69c;Kalimantan;SMA;NEGERI;TES;3.17;3.58;3.55;3.49;0;0;3.66;62;85;TIDAK SISIP
d7f354fb50363b9129c730aced088eb3;Jawa;SMA;NEGERI;TES;3.56;3.56;2.13;2.13;4;12;2.13;30;30;SISIP
d9046bae721e3dfcb13690e2bb68c8ac;Jawa;SMA;NEGERI;TES;3.72;3.88;3.84;3.73;0;0;3.80;62;82;TIDAK SISIP
dbbf9f74ad9dc8e033d762b89fa92e24;Jawa;SMA;SWASTA;TES;3.67;3.35;3.46;3.27;4;11;3.48;61;85;TIDAK SISIP
dc078fe403bf9fd801537cee97220b62;Jawa;SMA;NEGERI;RAPORT;2.67;2.84;2.9;2.87;2;6;3.11;60;80;TIDAK SISIP
dd90d9582ddef2507b22444c0b93381e;Sumatera;SMA;SWASTA;RAPORT;2.33;3.03;3.15;3.3;0;0;3.48;60;82;TIDAK SISIP
de853e01882cc8140437b4890d7c7eb5;Sumatera;SMA;NEGERI;TES;3.67;3.58;3.62;3.43;0;0;3.44;60;84;TIDAK SISIP
df0f53825c09b8104a473491a8b23b6d;Bali & NTT;SMA;NEGERI;TES;2.67;3.37;3.47;3.52;0;0;3.54;62;85;TIDAK SISIP
df80b77a0e4ab73ed8eb5aac9e929064;Jawa;SMK;SWASTA;TES;3.28;3.58;3.41;3.27;0;0;3.47;63;85;TIDAK SISIP
dfbfd49982d546afb0f5f111c363b479;Jawa;SMK;NEGERI;TES;3;3.39;3.28;3.25;0;0;3.39;63;87;TIDAK SISIP
dfc1ae27887cbac103baa8ecc008ad7e;Papua & Maluku;SMA;SWASTA;RAPORT;0;0;0;0;3;11;0.00;18;18;SISIP
dfc73a15fb8b913b8fd3bb615aa7daef;Jawa;SMA;NEGERI;TES;3.06;3.4;3.55;3.57;0;0;3.66;64;88;TIDAK SISIP
e0820903fd08a7d0839c18a1e4d2cf78;Papua & Maluku;SMA;NEGERI;TES;2.11;2.5;2.53;2.45;0;0;2.68;60;81;TIDAK SISIP
e5e741d6fcba33b94be00459e1dfc017;Bali & NTT;SMK;SWASTA;TES;3;2.53;2.16;1.82;7;22;2.00;59;76;TIDAK SISIP
e8067aebe500c705dee3cd867e97b743;Jawa;SMA;NEGERI;TES;3;3.28;3.32;3.21;0;0;3.54;60;82;TIDAK SISIP
e86e7797429797636217d4d4bd76c70b;Papua & Maluku;SMA;NEGERI;TES;3.28;3;3.23;3.2;0;0;3.41;62;84;TIDAK SISIP
e90f8e15c23561125e22af7e751d6890;Jawa;SMA;SWASTA;TES;2.47;2.81;2.95;2.96;1;3;3.13;58;80;TIDAK SISIP
eb59157e8d25abad77b3cb8c3465a4bf;Jawa;SMA;NEGERI;TES;2.44;3.11;3.18;3.25;1;2;3.42;63;87;TIDAK SISIP
eb752c2a071098580db601b4d6b2300a;Jawa;SMA;SWASTA;RAPORT;3.06;3.32;3.55;3.59;0;0;3.66;58;78;TIDAK SISIP
ebb080289ad0e9d4c5f2471cbbb7de01;Kalimantan;SMA;SWASTA;TES;2.42;2.81;2.66;2.13;4;12;2.72;62;82;TIDAK SISIP
ef636b73dd86b58b50aab4b66cfbd87a;Kalimantan;SMA;SWASTA;TES;2.83;3.1;3.11;2.72;0;0;3.28;62;82;TIDAK SISIP
f1889119095e31efcc07bd2b7d8519b4;Jawa;SMA;NEGERI;TES;3.56;3.38;3.48;3.36;0;0;3.52;60;80;TIDAK SISIP
f6cb5a6d302b0a656afb7783dd825e68;Jawa;SMA;SWASTA;TES;2.69;2.5;2.13;1.82;7;19;2.18;61;80;TIDAK SISIP
f6f861f1e5f3f320642fcdd5a2ce42c4;Sumatera;SMA;SWASTA;RAPORT;4;4;4;4;0;0;4.00;63;85;TIDAK SISIP
f834f70086584403ff3a919adb87d044;Kalimantan;SMA;NEGERI;RAPORT;2.94;3.24;3.28;3.24;0;0;3.56;60;83;TIDAK SISIP
f951572438150a1c5b6cb330c2613722;Jawa;SMA;SWASTA;RAPORT;3.11;3.42;3.5;3.59;0;0;3.77;60;82;TIDAK SISIP
faefea6a64cbf3ce0a52b8e341a41f58;Jawa;SMA;NEGERI;RAPORT;3.44;3.58;2.97;2.81;2;8;3.16;63;83;TIDAK SISIP
fba1fa0c25da6ba3039ac7fd07e9b4ab;Jawa;SMA;SWASTA;TES;1.44;2.11;1.46;1.22;7;23;1.34;52;67;SISIP
fc4df406a373927f1992b82c7b918722;Kalimantan;SMA;SWASTA;RAPORT;2.75;3.03;3.15;3.13;2;4;3.43;61;81;TIDAK SISIP
0362fa0937d1692b101df773b17151e8;Jawa;SMA;NEGERI;TES;3.83;3.74;3.71;3.76;0;0;3.82;62;86;TIDAK SISIP
061bdb76aa0948655c10181e7416feae;Jawa;SMA;NEGERI;TES;3.06;3.55;3.6;3.67;0;0;3.77;58;78;TIDAK SISIP
0749ce25c544d07683dfac61882335f8;Sulawesi;SMK;NEGERI;RAPORT;0.38;0.84;0.76;0.76;15;44;0.54;57;57;SISIP
07f04b58e63089b7c949c5f57cb9528c;Sulawesi;SMA;SWASTA;RAPORT;3.56;3.7;3.81;3.83;0;0;4.00;62;86;TIDAK SISIP
09563dbce09e76c928e01b1d5ad3e4ae;Jawa;SMA;SWASTA;RAPORT;3.89;3.88;3.8;3.74;0;0;3.85;65;86;TIDAK SISIP
0b60039a5583623f293cda9792fb561a;Sumatera;SMA;NEGERI;RAPORT;3.28;3.17;3.45;3.4;1;3;3.70;65;85;TIDAK SISIP
0bb98fdffdb495fb1c18e5d7a359d200;Bali & NTT;SMA;NEGERI;RAPORT;3.44;3.58;3.65;3.63;0;0;3.69;62;83;TIDAK SISIP
1022c8e72450560514d0b069a7e9f2bb;Jawa;SMA;NEGERI;TES;0.67;0.67;0.67;0.67;5;15;0.67;18;18;SISIP
10867cea781f55f42aa39e4897467362;Jawa;SMA;SWASTA;RAPORT;4;3.82;3.81;3.79;0;0;3.84;62;85;TIDAK SISIP
1231d567753bd5fd4e4931147b6e8bd1;Jawa;SMA;NEGERI;TES;3.83;3.74;3.72;3.76;0;0;3.90;60;82;TIDAK SISIP
12f72952118e48969e5a0400bf1f8188;Sumatera;SMA;SWASTA;RAPORT;3.33;3.51;3.18;2.95;1;3;3.28;63;81;TIDAK SISIP
143dec83c8a1063c082f1a143abdb679;Sulawesi;SMA;SWASTA;RAPORT;3.72;3.55;2.62;2.82;6;20;3.48;63;85;TIDAK SISIP
15f63b12e234ab28ff15f2a9ac7410af;Papua & Maluku;SMA;NEGERI;RAPORT;3.33;3.18;2.97;2.82;1;2;3.03;60;80;TIDAK SISIP
170e4f4ee8e1839241ecb1bc29f68a73;Kalimantan;SMA;NEGERI;RAPORT;2.72;2.68;2.56;2.51;0;0;2.74;62;82;TIDAK SISIP
17166165960839882a8d4f0abf14d10e;Jawa;SMK;SWASTA;RAPORT;3.22;3.16;2.78;2.82;2;6;3.20;60;80;TIDAK SISIP
175fe64a4f1a21f2dd0bc47233509485;Kalimantan;SMA;SWASTA;RAPORT;1.56;1.59;1.08;1.08;10;36;0.98;55;55;SISIP
182d6868b30455120928711782e8fca8;Papua & Maluku;SMA;NEGERI;RAPORT;4;3.84;3.58;3.55;0;0;3.70;60;80;TIDAK SISIP
18811f446db91f3efb66542ab676aae1;Sulawesi;SMA;NEGERI;RAPORT;3.22;3.45;3.39;3.04;0;0;3.44;61;83;TIDAK SISIP
1cc1b1f75b79db55a2ddce606a92ffa3;Sumatera;SMA;SWASTA;TES;2;1.46;1.04;0.85;11;36;0.93;55;67;SISIP
2032c5a002edb632253905faedab42c4;Sumatera;SMA;SWASTA;RAPORT;3.17;3.37;3.57;3.61;0;0;3.70;60;83;TIDAK SISIP
21cecdfab9b5a921491819f462d43c03;Jawa;SMA;SWASTA;TES;2.5;2.82;2.54;2.47;2;7;2.79;61;81;TIDAK SISIP
23b5a2f8f1c1ba791ea782f6decb2d50;Sulawesi;SMA;NEGERI;RAPORT;3.06;3.11;3.12;3.15;1;3;3.43;60;80;TIDAK SISIP
255885865c2dd90e52971de626e4cd26;Bali & NTT;SMK;NEGERI;TES;1.11;1.11;1.11;1.11;4;13;1.11;18;18;SISIP
26c700c3e4b2d85c3b5760d8c6224fd5;Jawa;SMA;NEGERI;RAPORT;3.44;3.2;3.26;3.26;0;0;3.52;65;85;TIDAK SISIP
26eef1b00cf6c289c434c9e1642a201b;Jawa;SMA;SWASTA;RAPORT;2.89;3.26;3.41;3.27;0;0;3.55;58;78;TIDAK SISIP
286c6f2765489d4b79fa7a18eb3a76d3;Jawa;SMK;SWASTA;RAPORT;3.44;3.45;3.45;3.28;0;0;3.43;60;83;TIDAK SISIP
29625449eff7e78b5196bb4a1a3be9d5;Kalimantan;SMK;NEGERI;RAPORT;2.89;2.87;2.92;2.9;0;0;3.15;60;80;TIDAK SISIP
2a85f151332026f13ff50bf3ba656950;Jawa;SMA;SWASTA;TES;2.94;3.28;3.44;3.44;0;0;3.78;62;84;TIDAK SISIP
2cc22dba38e6438d16eff495632d068c;Sumatera;SMA;SWASTA;RAPORT;3.56;3.24;3.42;3.31;1;3;3.56;65;88;TIDAK SISIP
2df2e2f4746ff90366f1b8395d98a929;Bali & NTT;SMA;NEGERI;RAPORT;3.33;3.26;3.23;3.31;0;0;3.48;60;80;TIDAK SISIP
2e5fe5eeb382c2d5948f650ab64cfdb8;Kalimantan;SMA;SWASTA;RAPORT;3;3.05;3.28;3.28;1;3;3.54;60;82;TIDAK SISIP
2f5fcbf09d6b9480d7777a6dd4649fe5;Jawa;SMK;NEGERI;RAPORT;3.67;3.78;3.76;3.72;0;0;3.80;63;86;TIDAK SISIP
301764f314c4631c42e28065f2a6d21c;Jawa;SMA;SWASTA;TES;2.33;1.74;1.62;1.82;7;22;2.15;58;73;TIDAK SISIP
3228d433477587153c363681c666c508;Kalimantan;SMK;NEGERI;RAPORT;3.22;3.11;2.97;2.87;1;2;3.20;60;82;TIDAK SISIP
3231254f5fa2606388d56d555b6335b3;Bali & NTT;SMA;SWASTA;RAPORT;0;0;0;0;5;15;0.00;18;18;SISIP
34762071efcae6b1f28d92efe53a848f;Jawa;SMA;NEGERI;TES;2.46;2.5;2.39;2.36;7;19;2.41;52;74;TIDAK SISIP
388e1b83f0d187ac4ba4d212300da508;Kalimantan;SMA;NEGERI;TES;3;2.39;1.75;1.72;8;27;2.00;56;71;TIDAK SISIP
38fa997b127a04688a70c9016836d6df;Sumatera;SMA;SWASTA;RAPORT;4;3.9;3.94;3.95;0;0;4.00;62;82;TIDAK SISIP
3b669bc30aa3d1ceb6e141ccc9d6510a;Kalimantan;SMA;NEGERI;RAPORT;2.67;3.16;3.03;2.94;0;0;3.26;61;83;TIDAK SISIP
3cba6e345c7747c954783e018e6f5abe;Kalimantan;SMK;NEGERI;RAPORT;3.83;3.68;3.76;3.82;0;0;3.89;63;83;TIDAK SISIP
3db61dc6c068e1041f6aa533728355c0;Papua & Maluku;SMA;SWASTA;RAPORT;0.92;1;0.91;0.91;14;41;0.58;55;55;SISIP
3df8b06ca2b1601e1b0c1fed4e24b9af;Jawa;SMA;NEGERI;RAPORT;3.67;3.58;3.18;3.21;0;0;3.53;60;80;TIDAK SISIP
3e2a1f97552598d30232f44747a06511;Sumatera;SMK;SWASTA;RAPORT;3.89;3.75;3.65;3.51;0;0;3.69;63;86;TIDAK SISIP
40e63f7fd8b8f3514f14a1faa244ce09;Jawa;SMA;NEGERI;RAPORT;3.39;3.12;3.37;3.23;1;3;3.43;63;86;TIDAK SISIP
412f9d346218bded1b0642692bdc035a;Jawa;SMA;SWASTA;RAPORT;3.89;3.88;3.73;3.73;0;0;3.85;64;84;TIDAK SISIP
4265c5d71a4e5617819728d4e9ebec51;Jawa;SMA;SWASTA;TES;3.72;3.79;3.8;3.82;0;0;3.89;60;84;TIDAK SISIP
42e209723b321cf5050c4331f405074c;Sulawesi;SMA;SWASTA;RAPORT;1.07;1.71;1.26;0.98;10;34;0.90;53;68;SISIP
46196e9587b5fc955a28aa41d1de09af;Jawa;SMA;NEGERI;TES;3.5;3.37;3.56;3.56;0;0;3.78;61;81;TIDAK SISIP
469e52ec42ed14fa21b9c254f3c21d1b;Kalimantan;SMA;NEGERI;RAPORT;3.89;3.2;3.2;3.2;2;6;3.20;41;41;SISIP
4791eb58a098fe21f100ac2d336e5955;Jawa;SMA;SWASTA;RAPORT;2;2.31;2.57;2.59;3;7;2.90;60;80;TIDAK SISIP
498ab8be1cf1c9b7a93ed00e8b7da1f2;Jawa;SMA;NEGERI;TES;3.11;3.28;2.68;2.76;3;12;3.32;60;80;TIDAK SISIP
4d24ed20c9fcba33d191c1715135eb5a;Kalimantan;SMA;SWASTA;RAPORT;3.06;3.32;3.36;3.4;0;0;3.51;64;86;TIDAK SISIP
4e3235e4f50ceeb9a7c5ab07b7fa4977;Jawa;SMA;SWASTA;TES;3.06;3.22;2.82;2.59;3;8;2.90;58;80;TIDAK SISIP
50126d5f1734df1a11577a95006d8cb3;Kalimantan;SMK;NEGERI;RAPORT;0.5;0.5;0.5;0.5;5;15;0.50;18;18;SISIP
52d7d481e5627db3b7c2f4cf33815c57;Jawa;SMA;NEGERI;TES;2.78;3.05;3.05;3.05;0;0;3.05;38;38;SISIP
58bbf0b2bc17f7b619f77e4a087540df;Bali & NTT;SMA;NEGERI;TES;3.89;3.46;3.37;3.38;1;3;3.43;60;81;TIDAK SISIP
5a2267e4cbe5bfc100c501841af485b7;Bali & NTT;SMA;NEGERI;RAPORT;3.33;3.45;3.22;3.17;0;0;3.38;63;81;TIDAK SISIP
